CommitteeReferralComments,DeemedOn,CouncilPeriod,LegislationNumber,Subcategory,DocumentUrl,Modified,LegislationStatus,ShortTitle,Category,Id,LawNumber,CommitteeReferral,ActNumber,Deemed,IntroductionDate
,2017-04-10,22,PR22-0052,Proposed Resolution,http://lims.dccouncil.us/Download/37148/PR22-0052-Introduction.pdf,2017-02-22,Withdrawn,Commission on Fashion Arts and Events Zara Korutz Confirmation Resolution of 2017,Resolution,37148,,Committee on Business and Economic Development,,Disapproved,2017-01-04
,2017-04-27,22,HFA22-0002,Housing Finance Agency,http://lims.dccouncil.us/Download/37480/HFA22-0002-Introduction.pdf,2017-02-22,Under Council Review,Notification of a Proposed Revenue Bond Issuance by the District of Columbia Housing Finance Agency,Housing Finance Agency,37480,,Retained by the Council,,Approved,2017-02-22
,2017-04-27,22,HFA22-0003,Housing Finance Agency,http://lims.dccouncil.us/Download/37481/HFA22-0003-Introduction.pdf,2017-02-22,Under Council Review,Notification of a Proposed Revenue Bond Issuance by the District of Columbia Housing Finance Agency,Housing Finance Agency,37481,,Retained by the Council,,Approved,2017-02-22
,,22,HR22-0002,Oversight Hearing Record,,2017-02-22,Under Council Review,Fiscal Year 2016 Comprehensive Annual Financial Report,Oversight Hearing Record,37473,,Committee of the Whole,,,2017-02-02
,,22,HR22-0001,Oversight Hearing Record,,2017-02-22,Under Council Review,Preparations for the 2017 Presidential Inauguration,Oversight Hearing Record,37446,,Committee on Judiciary and Public Safety,,,2017-01-12
,2017-02-09,22,GBM22-0010,Grant Budget Modification,http://lims.dccouncil.us/Download/37297/GBM22-0010-Introduction.pdf,2017-02-22,Deemed Approved,"FY 2017 Grant Budget Modifications of January 13, 2017",Grant Budget Modification,37297,,Retained by the Council,,Approved,2017-01-25
,2017-02-09,22,GBM22-0009,Grant Budget Modification,http://lims.dccouncil.us/Download/37296/GBM22-0009-Introduction.pdf,2017-02-22,Deemed Approved,"FY 2017 Grant Budget Modifications of January 11, 2017",Grant Budget Modification,37296,,Retained by the Council,,Approved,2017-01-25
,2017-02-09,22,GBM22-0008,Grant Budget Modification,http://lims.dccouncil.us/Download/37295/GBM22-0008-Introduction.pdf,2017-02-22,Deemed Approved,"FY 2017 Grant Budget Modifications of January 9, 2017",Grant Budget Modification,37295,,Retained by the Council,,Approved,2017-01-25
,2017-02-07,22,GBM22-0007,Grant Budget Modification,http://lims.dccouncil.us/Download/37263/GBM22-0007-Introduction.pdf,2017-02-22,Deemed Approved,"FY 2017 Grant Budget Modifications of November 18, 2016",Grant Budget Modification,37263,,Retained by the Council,,Approved,2017-01-23
,2017-02-07,22,GBM22-0006,Grant Budget Modification,http://lims.dccouncil.us/Download/37254/GBM22-0006-Introduction.pdf,2017-02-22,Deemed Approved,"FY 2017 Grant Budget Modifications of January 4, 2017",Grant Budget Modification,37254,,Retained by the Council,,Approved,2017-01-23
,2017-02-07,22,GBM22-0005,Grant Budget Modification,http://lims.dccouncil.us/Download/37253/GBM22-0005-Introduction.pdf,2017-02-22,Deemed Approved,"FY 2017 Grant Budget Modifications of January 4, 2017",Grant Budget Modification,37253,,Retained by the Council,,Approved,2017-01-23
,2017-02-13,22,CA22-0017,Contract,http://lims.dccouncil.us/Download/37326/CA22-0017-Introduction.pdf,2017-02-22,Deemed Approved,Proposed contract with Don Brown Bus Sales ,Contract,37326,,Retained by the Council,,Approved,2017-02-02
,2017-02-13,22,CA22-0016,Contract,http://lims.dccouncil.us/Download/37325/CA22-0016-Introduction.pdf,2017-02-22,Deemed Approved,Proposed Delivery Order with Pierce Management Inc. ,Contract,37325,,Retained by the Council,,Approved,2017-02-02
,,22,IG22-0006,Inspector General,http://lims.dccouncil.us/Download/37423/IG22-0006-Introduction.pdf,2017-02-22,Under Council Review,"District of Columbia Housing Finance Agency: Financial Statements and Management's Discussion and Analysis (with Report of Independent Public Accountants) for Fiscal Years Ended September 30, 2016 and 2015",Report,37423,,,,,2017-02-14
,,22,RC22-0018,Other,http://lims.dccouncil.us/Download/37462/RC22-0018-Introduction.pdf,2017-02-21,Under Council Review,Truancy Status Report for School Year 2015-2016,Report,37462,,,,,2017-02-21
,,22,B22-0115,Permanent Bill,http://lims.dccouncil.us/Download/37387/B22-0115-Introduction.pdf,2017-02-21,Under Council Review,"H Street, N.E., Retail Priority Area Clarification Amendment Act of 2017",Bill,37387,,Committee on Business and Economic Development,,,2017-02-07
,,22,CER22-0020,Ceremonial Resolution,http://lims.dccouncil.us/Download/37401/CER22-0020-Introduction.pdf,2017-02-21,Approved,Washington Performing Arts Recognition Resolution of 2017,Resolution,37401,,Retained by the Council,ACR22-0020,,2017-02-03
,,22,CER22-0019,Ceremonial Resolution,http://lims.dccouncil.us/Download/37400/CER22-0019-Introduction.pdf,2017-02-21,Approved,District of Columbia Presidential Inauguration Excellence in Duty Recognition Resolution of 2017,Resolution,37400,,Retained by the Council,ACR22-0019,,2017-02-03
,,22,CER22-0018,Ceremonial Resolution,http://lims.dccouncil.us/Download/37399/CER22-0018-Introduction.pdf,2017-02-21,Approved,Harriet Tubman Day Ceremonial Recognition Resolution of 2017,Resolution,37399,,Retained by the Council,ACR22-0018,,2017-02-02
,,22,CER22-0017,Ceremonial Resolution,http://lims.dccouncil.us/Download/37398/CER22-0017-Introduction.pdf,2017-02-21,Approved,Bruce DePuyt Recognition Resolution of 2017,Resolution,37398,,Retained by the Council,ACR22-0017,,2017-01-31
,,22,CER22-0016,Ceremonial Resolution,http://lims.dccouncil.us/Download/37397/CER22-0016-Introduction.pdf,2017-02-21,Approved,Sandy Hassan Recognition Resolution of 2017,Resolution,37397,,Retained by the Council,ACR22-0016,,2017-01-24
,,22,CER22-0015,Ceremonial Resolution,http://lims.dccouncil.us/Download/37396/CER22-0015-Introduction.pdf,2017-02-21,Approved,Major General Errol R. Schwartz Recognition Resolution of 2017,Resolution,37396,,Retained by the Council,ACR22-0015,,2017-01-24
,,22,CER22-0014,Ceremonial Resolution,http://lims.dccouncil.us/Download/37395/CER22-0014-Introduction.pdf,2017-02-21,Approved,Peter D. Rosenstein Recognition Resolution of 2017,Resolution,37395,,Retained by the Council,ACR22-0014,,2017-01-23
,,22,CER22-0013,Ceremonial Resolution,http://lims.dccouncil.us/Download/37394/CER22-0013-Introduction.pdf,2017-02-21,Approved,"DC Tenants Advocacy Coalition's, (TENAC) 25th Anniversary Recognition Resolution of 2017",Resolution,37394,,Retained by the Council,ACR22-0013,,2017-01-23
,,22,CER22-0012,Ceremonial Resolution,http://lims.dccouncil.us/Download/37393/CER22-0012-Introduction.pdf,2017-02-21,Approved,International Clash Day Recognition Resolution of 2017,Resolution,37393,,Retained by the Council,ACR22-0012,,2017-01-23
,,22,CER22-0011,Ceremonial Resolution,http://lims.dccouncil.us/Download/37392/CER22-0011-Introduction.pdf,2017-02-21,Approved,Mary E. Moss Day Recognition Resolution of 2017,Resolution,37392,,Retained by the Council,ACR22-0011,,2017-01-23
,,22,CER22-0010,Ceremonial Resolution,http://lims.dccouncil.us/Download/37391/CER22-0010-Introduction.pdf,2017-02-21,Approved,Dr. Gladys Whitworth Bray Recognition Resolution of 2017,Resolution,37391,,Retained by the Council,ACR22-0010,,2017-01-12
,,22,CER22-0009,Ceremonial Resolution,http://lims.dccouncil.us/Download/37390/CER22-0009-Introduction.pdf,2017-02-21,Approved,Jack Requa Retirement Recognition Resolution of 2017,Resolution,37390,,Retained by the Council,ACR22-0009,,2017-01-10
,,22,B22-0017,Emergency Bill,http://lims.dccouncil.us/Download/37173/B22-0017-Introduction.pdf,2017-02-21,Enacted,Elderly Tenant and Tenant with a Disability Protection Emergency Amendment Act of 2017,Bill,37173,,Retained by the Council,A22-0004,,2017-01-10
,,22,B22-0009,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/37161/B22-0009-Introduction.pdf,2017-02-21,Enacted,Access to Emergency Epinephrine in Schools Clarification Congressional Review Emergency Amendment Act of 2017,Bill,37161,,Retained by the Council,A22-0003,,2017-01-09
,,22,B22-0006,Emergency Bill,http://lims.dccouncil.us/Download/37136/B22-0006-Introduction.pdf,2017-02-21,Enacted,Modifications to Human Care Agreement No. DCRL-2013-H-0039A with The National Center for Children and Families Approval and Payment Authorization Emergency Act of 2017,Bill,37136,,Retained by the Council,A22-0002,,2017-01-04
,,22,B22-0005,Emergency Bill,http://lims.dccouncil.us/Download/37133/B22-0005-Introduction.pdf,2017-02-21,Enacted,"Modifications to Human Care Agreement No. DCJM-2013-H-0007-06 with Community Multi-Services, Inc. Approval and Payment Authorization Emergency Act of 2017",Bill,37133,,Retained by the Council,A22-0001,,2017-01-03
,2017-01-30,22,PR22-0039,Proposed Resolution,http://lims.dccouncil.us/Download/37125/PR22-0039-Introduction.pdf,2017-02-17,Deemed Approved,Board of Barber and Cosmetology Mr. Eric Doyle Confirmation Resolution of 2016,Resolution,37125,,Committee on Business and Economic Development,,Approved,2017-01-02
,2017-01-30,22,PR22-0038,Proposed Resolution,http://lims.dccouncil.us/Download/37124/PR22-0038-Introduction.pdf,2017-02-17,Deemed Approved,Board of Nursing Amanda Liddle Confirmation Resolution of 2016,Resolution,37124,,Committee on Health,,Approved,2017-01-02
,2017-01-09,22,PR22-0037,Proposed Resolution,http://lims.dccouncil.us/Download/37123/PR22-0037-Introduction.pdf,2017-02-17,Deemed Approved,Science Advisory Board Dr. Namandje Bumpus Confirmation Resolution of 2016,Resolution,37123,,Committee on Judiciary and Public Safety,,Approved,2017-01-02
,2017-01-18,22,PR22-0034,Proposed Resolution,http://lims.dccouncil.us/Download/37118/PR22-0034-Introduction.pdf,2017-02-17,Deemed Approved,Signs Appendix Amendment Approval Resolution of 2016,Resolution,37118,,Committee of the Whole,,Approved,2017-01-02
,2017-01-30,22,PR22-0022,Proposed Resolution,http://lims.dccouncil.us/Download/37105/PR22-0022-Introduction.pdf,2017-02-16,Deemed Approved,Board of Pharmacy Benjamin E. Miles Confirmation Resolution of 2016,Resolution,37105,,Committee on Health,,Approved,2017-01-02
,2017-01-26,22,PR22-0016,Proposed Resolution,http://lims.dccouncil.us/Download/37099/PR22-0016-Introduction.pdf,2017-02-16,Deemed Approved,Commission on Re-Entry and Returning Citizens Affairs Clarence Johnson Confirmation Resolution of 2016,Resolution,37099,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
,2017-01-30,22,PR22-0023,Proposed Resolution,http://lims.dccouncil.us/Download/37106/PR22-0023-Introduction.pdf,2017-02-16,Deemed Approved,Board of Industrial Trades Terrence Hughes Confirmation Resolution of 2016,Resolution,37106,,Committee on Business and Economic Development,,Approved,2017-01-02
,2017-01-30,22,PR22-0021,Proposed Resolution,http://lims.dccouncil.us/Download/37104/PR22-0021-Introduction.pdf,2017-02-16,Deemed Approved,Board of Nursing Meedie Bardonille Confirmation Resolution of 2016,Resolution,37104,,Committee on Health,,Approved,2017-01-02
,2017-01-30,22,PR22-0020,Proposed Resolution,http://lims.dccouncil.us/Download/37103/PR22-0020-Introduction.pdf,2017-02-16,Deemed Approved,Board of Nursing Elizabeth Lamme Confirmation Resolution of 2016,Resolution,37103,,Committee on Health,,Approved,2017-01-02
,2017-01-17,22,PR22-0019,Proposed Resolution,http://lims.dccouncil.us/Download/37102/PR22-0019-Introduction.pdf,2017-02-16,Deemed Approved,Department of Consumer and Regulatory Affairs Construction Codes Exemption Harmonization Approval Resolution of 2016,Resolution,37102,,Committee of the Whole,,Approved,2017-01-02
,2017-01-26,22,PR22-0018,Proposed Resolution,http://lims.dccouncil.us/Download/37101/PR22-0018-Introduction.pdf,2017-02-16,Deemed Approved,Commission on Re-Entry and Returning Citizens Affairs Tony D. Lewis Confirmation Resolution of 2016,Resolution,37101,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
,2017-01-26,22,PR22-0017,Proposed Resolution,http://lims.dccouncil.us/Download/37100/PR22-0017-Introduction.pdf,2017-02-16,Deemed Approved,Commission on Re-Entry and Returning Citizens Affairs Esther Ford Confirmation Resolution of 2016,Resolution,37100,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
,2017-01-26,22,PR22-0015,Proposed Resolution,http://lims.dccouncil.us/Download/37098/PR22-0015-Introduction.pdf,2017-02-16,Deemed Approved,Commission on Re-Entry and Returning Citizens Affairs Stenise Rolle Sanders Confirmation Resolution of 2016,Resolution,37098,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
,2017-01-26,22,PR22-0014,Proposed Resolution,http://lims.dccouncil.us/Download/37097/PR22-0014-Introduction.pdf,2017-02-16,Deemed Approved,Commission on Re-Entry and Returning Citizens Affairs Corwin Knight Confirmation Resolution of 2016,Resolution,37097,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
,2017-01-26,22,PR22-0013,Proposed Resolution,http://lims.dccouncil.us/Download/37096/PR22-0013-Introduction.pdf,2017-02-16,Deemed Approved,Commission on Re-Entry and Returning Citizens Affairs Alan Hanson Confirmation Resolution of 2016,Resolution,37096,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
,2017-01-26,22,PR22-0012,Proposed Resolution,http://lims.dccouncil.us/Download/37095/PR22-0012-Introduction.pdf,2017-02-16,Deemed Approved,Commission on Re-Entry and Returning Citizens Affairs Paula Thompson Confirmation Resolution of 2016,Resolution,37095,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
,2017-01-26,22,PR22-0011,Proposed Resolution,http://lims.dccouncil.us/Download/37094/PR22-0011-Introduction.pdf,2017-02-16,Deemed Approved,Commission on Re-Entry and Returning Citizens Affairs Tanisha L. Murden Confirmation Resolution of 2016 ,Resolution,37094,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
,2017-01-26,22,PR22-0010,Proposed Resolution,http://lims.dccouncil.us/Download/37093/PR22-0010-Introduction.pdf,2017-02-16,Deemed Approved,Commission on Re-Entry and Returning Citizens Affairs Marcus Bullock Confirmation Resolution of 2016,Resolution,37093,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
,2017-03-20,22,PR22-0041,Proposed Resolution,http://lims.dccouncil.us/Download/37127/PR22-0041-Introduction.pdf,2017-02-16,Deemed Approved,Student Residency Verification and Investigations Approval Resolution of 2017,Resolution,37127,,Committee on Education,,Approved,2017-01-03
,2017-04-10,22,PR22-0060,Proposed Resolution,http://lims.dccouncil.us/Download/37157/PR22-0060-Introduction.pdf,2017-02-15,Withdrawn,Homeland Security Commission Akosua Ali Confirmation Resolution of 2017,Resolution,37157,,Committee on Judiciary and Public Safety,,Disapproved,2017-01-04
,,22,RC22-0017,Other,http://lims.dccouncil.us/Download/37427/RC22-0017-Introduction.pdf,2017-02-15,Under Council Review,Correspondence from the Mayor - OSSE Report on the Uniform Per Student Funding Formula: January 2017,Report,37427,,,,,2017-02-15
,,22,PR22-0009,Proposed Resolution,http://lims.dccouncil.us/Download/37092/PR22-0009-Introduction.pdf,2017-02-14,Withdrawn,Homeland Security Commission Akosua Ali Confirmation Resolution of 2016,Resolution,37092,,Committee on Judiciary and Public Safety,,,2017-01-02
,,22,PR22-0008,Proposed Resolution,http://lims.dccouncil.us/Download/37091/PR22-0008-Introduction.pdf,2017-02-14,Withdrawn,"Alcoholic Beverage Control Board Donald L. Isaac, Sr. Confirmation Resolution of 2016",Resolution,37091,,Committee on Business and Economic Development,,,2017-01-02
,2017-01-09,22,PR22-0036,Proposed Resolution,http://lims.dccouncil.us/Download/37122/PR22-0036-Introduction.pdf,2017-02-14,Deemed Approved,Science Advisory Board Dr. Marie N. Fidelia-Lambert Confirmation Resolution of 2016,Resolution,37122,,Committee on Judiciary and Public Safety,,Approved,2017-01-02
,,22,B22-0100,Permanent Bill,http://lims.dccouncil.us/Download/37353/B22-0100-Introduction.pdf,2017-02-14,Under Council Review,Preservation of Affordable Rent Control Housing Amendment Act of 2017,Bill,37353,,Committee on Housing and Neighborhood Revitalization ,,,2017-02-07
,,22,B22-0099,Permanent Bill,http://lims.dccouncil.us/Download/37351/B22-0099-Introduction.pdf,2017-02-14,Under Council Review,Affordable Cooperative Task Force Act of 2017,Bill,37351,,Committee on Housing and Neighborhood Revitalization ,,,2017-02-07
,,22,B22-0096,Permanent Bill,http://lims.dccouncil.us/Download/37348/B22-0096-Introduction.pdf,2017-02-14,Under Council Review,Electric Vehicle Public Infrastructures Expansion Act of 2017 ,Bill,37348,,Committee on Transportation and the Environment,,,2017-02-07
,,22,B22-0107,Permanent Bill,http://lims.dccouncil.us/Download/37360/B22-0107-Introduction.pdf,2017-02-14,Under Council Review,Campaign Finance Reform Amendment Act of 2017,Bill,37360,,Committee on Judiciary and Public Safety,,,2017-02-07
,,22,B22-0102,Permanent Bill,http://lims.dccouncil.us/Download/37355/B22-0102-Introduction.pdf,2017-02-14,Under Council Review,Secure A Fair and Equitable Trial Act of 2017,Bill,37355,,Committee on Judiciary and Public Safety,,,2017-02-07
,,22,B22-0097,Permanent Bill,http://lims.dccouncil.us/Download/37349/B22-0097-Introduction.pdf,2017-02-14,Under Council Review,Foster-Parent Pre-Service Training Regulation Amendment Act of 2017,Bill,37349,,Committee on Human Services,,,2017-02-07
,,22,B22-0095,Permanent Bill,http://lims.dccouncil.us/Download/37347/B22-0095-Introduction.pdf,2017-02-14,Under Council Review,Washington Area Professional Football Team Franchise Facility Interstate Compact Establishment Act of 2017,Bill,37347,,Committee of the Whole,,,2017-02-06
,,22,B22-0112,Permanent Bill,http://lims.dccouncil.us/Download/37365/B22-0112-Introduction.pdf,2017-02-14,Under Council Review,Interstate Insurance Product Regulation Compact Act of 2017,Bill,37365,,Committee on Business and Economic Development,,,2017-02-07
,,22,B22-0110,Permanent Bill,http://lims.dccouncil.us/Download/37363/B22-0110-Introduction.pdf,2017-02-14,Under Council Review,Fair Assessments for Affordable Housing Amendment Act of 2017,Bill,37363,,Committee on Finance and Revenue,,,2017-02-07
,,22,B22-0109,Permanent Bill,http://lims.dccouncil.us/Download/37362/B22-0109-Introduction.pdf,2017-02-14,Under Council Review,Commission on African American History and Culture Establishment Act of 2017,Bill,37362,,Committee on Government Operations,,,2017-02-07
,,22,B22-0108,Permanent Bill,http://lims.dccouncil.us/Download/37361/B22-0108-Introduction.pdf,2017-02-14,Under Council Review,Age-In-Place and Equitable Senior Citizen Real Property Amendment Act of 2017,Bill,37361,,Committee on Finance and Revenue,,,2017-02-07
,,22,IG22-0004,Inspector General,http://lims.dccouncil.us/Download/37420/IG22-0004-Introduction.pdf,2017-02-14,Under Council Review,"Other Post-Employment Benefits Fund: Financial Statements and Management's Discussion and Analysis (with Report of Independent Public Accountants) for Fiscal Years Ended September 30, 2016 and 2015",Report,37420,,,,,2017-02-13
,,22,IG22-0005,Inspector General,http://lims.dccouncil.us/Download/37422/IG22-0005-Introduction.pdf,2017-02-14,Under Council Review,"Health Benefit Exchange Authority: Financial Statements and Management's Discussion and Analysis (with Report of Independent Public Accountants) for Fiscal Years Ended September 30, 2016 and 2015",Report,37422,,,,,2017-02-14
,,22,IG22-0003,Inspector General,http://lims.dccouncil.us/Download/37419/IG22-0003-Introduction.pdf,2017-02-14,Under Council Review,"Home Purchase Assistance Program Fund: Financial Statements and Management's Discussion and Analysis (with Report of Independent Public Accountants for Fiscal Years Ended September 30, 2016 and 2015",Report,37419,,,,,2017-02-13
,2017-04-08,22,PR22-0102,Proposed Resolution,http://lims.dccouncil.us/Download/37346/PR22-0102-Introduction.pdf,2017-02-13,Under Council Review,Board of Accountancy Mr. Joseph Seth Drew Confirmation Resolution of 2017,Resolution,37346,,Committee on Business and Economic Development,,Approved,2017-02-06
,2017-04-08,22,PR22-0101,Proposed Resolution,http://lims.dccouncil.us/Download/37345/PR22-0101-Introduction.pdf,2017-02-13,Under Council Review,Commission on Health Equity Autumn Saxton-Ross Confirmation Resolution of 2017,Resolution,37345,,Committee on Health,,Approved,2017-02-06
,2017-04-08,22,PR22-0100,Proposed Resolution,http://lims.dccouncil.us/Download/37344/PR22-0100-Introduction.pdf,2017-02-13,Under Council Review,Commission on Health Equity Joseph Wright Confirmation Resolution of 2017,Resolution,37344,,Committee on Health,,Approved,2017-02-06
,2017-04-08,22,PR22-0099,Proposed Resolution,,2017-02-13,Under Council Review,Commission on Health Equity Kamillah Wood Confirmation Resolution of 2017,Resolution,37343,,Committee on Health,,Approved,2017-02-06
,2017-04-08,22,PR22-0098,Proposed Resolution,http://lims.dccouncil.us/Download/37342/PR22-0098-Introduction.pdf,2017-02-13,Under Council Review,Commission on Health Equity Lori Kaplan Confirmation Resolution of 2017,Resolution,37342,,Committee on Health,,Approved,2017-02-06
,2017-04-08,22,PR22-0097,Proposed Resolution,http://lims.dccouncil.us/Download/37341/PR22-0097-Introduction.pdf,2017-02-13,Under Council Review,Commission on Health Equity Regina Davis Moss Confirmation Resolution of 2017,Resolution,37341,,Committee on Health,,Approved,2017-02-06
,2017-03-25,22,PR22-0091,Proposed Resolution,http://lims.dccouncil.us/Download/37323/PR22-0091-Introduction.pdf,2017-02-13,Deemed Approved,Board of Professional Engineering Paul Rich Confirmation Resolution of 2017,Resolution,37323,,Committee on Business and Economic Development,,Approved,2017-01-31
,2017-03-25,22,PR22-0090,Proposed Resolution,http://lims.dccouncil.us/Download/37322/PR22-0090-Introduction.pdf,2017-02-13,Deemed Approved,Board of Professional Engineering Samuel Wilson Confirmation Resolution of 2017,Resolution,37322,,Committee on Business and Economic Development,,Approved,2017-01-31
,2017-03-25,22,PR22-0089,Proposed Resolution,http://lims.dccouncil.us/Download/37321/PR22-0089-Introduction.pdf,2017-02-13,Deemed Approved,Board of Dentistry Iris Morton Confirmation Resolution of 2017,Resolution,37321,,Committee on Health,,Approved,2017-01-30
,2017-03-25,22,PR22-0088,Proposed Resolution,,2017-02-13,Deemed Approved,Board of Barber and Cosmetology Antonia Browning Smiley Confirmation Resolution of 2017,Resolution,37320,,Committee on Business and Economic Development,,Approved,2017-01-30
,,22,CER22-0008,Ceremonial Resolution,http://lims.dccouncil.us/Download/37227/CER22-0008-Introduction.pdf,2017-02-13,Approved,National Mentoring Month Recognition Resolution of 2017,Resolution,37227,,Retained by the Council,ACR22-0008,,2017-01-09
,,22,CER22-0007,Ceremonial Resolution,http://lims.dccouncil.us/Download/37226/CER22-0007-Introduction.pdf,2017-02-13,Approved,Loretta Carter Haynes Ceremonial Recognition Resolution of 2017,Resolution,37226,,Retained by the Council,ACR22-0007,,2017-01-09
,,22,CER22-0006,Ceremonial Resolution,http://lims.dccouncil.us/Download/37225/CER22-0006-Introduction.pdf,2017-02-13,Approved,Capital Partners for Education Ceremonial Recognition Resolution of 2017,Resolution,37225,,Retained by the Council,ACR22-0006,,2017-01-09
,,22,CER22-0005,Ceremonial Resolution,http://lims.dccouncil.us/Download/37224/CER22-0005-Introduction.pdf,2017-02-13,Approved,Laurence Belanger Recognition Resolution of 2017,Resolution,37224,,Retained by the Council,ACR22-0005,,2017-01-05
,,22,CER22-0004,Ceremonial Resolution,http://lims.dccouncil.us/Download/37223/CER22-0004-Introduction.pdf,2017-02-13,Approved,D.C. Groundhog Day Recognition Resolution of 2017,Resolution,37223,,Retained by the Council,ACR22-0004,,2017-01-05
,,22,CER22-0003,Ceremonial Resolution,http://lims.dccouncil.us/Download/37222/CER22-0003-Introduction.pdf,2017-02-13,Approved,"Chinese Lunar New Year 4715, Year of the Rooster Recognition Resolution of 2017",Resolution,37222,,Retained by the Council,ACR22-0003,,2017-01-04
,,22,CER22-0002,Ceremonial Resolution,http://lims.dccouncil.us/Download/37221/CER22-0002-Introduction.pdf,2017-02-13,Approved,Jack Requa Recognition Resolution of 2017,Resolution,37221,,Retained by the Council,ACR22-0002,,2017-01-03
,,22,RC22-0016,Other,http://lims.dccouncil.us/Download/37417/RC22-0016-Introduction.pdf,2017-02-13,Under Council Review,Correspondence from the Mayor - CFSA Fiscal Year 2016 Annual Public Report,Report,37417,,,,,2017-02-10
,,22,CER22-0001,Ceremonial Resolution,http://lims.dccouncil.us/Download/37220/CER22-0001-Introduction.pdf,2017-02-13,Approved,Maret 2016 Varsity Football Team Recognition Resolution of 2017,Resolution,37220,,Retained by the Council,ACR22-0001,,2017-01-03
,,22,PR22-0067,Proposed Resolution,,2017-02-10,Withdrawn,"Compensation and Working Conditions Agreement between the Office of the State Superintendent of Education, Division of Student Transportation and Teamsters Local 639 Approval Resolution of 2017",Resolution,37243,,Committee on Labor and Workforce Development,,,2017-01-11
,,22,AG22-0002,Agenda,http://lims.dccouncil.us/Download/37416/AG22-0002-Agenda.pdf,2017-02-10,Under Council Review,SECOND LEGISLATIVE MEETING,Agenda,37416,,,,,2017-02-07
,2017-02-04,22,PR22-0046,Proposed Resolution,http://lims.dccouncil.us/Download/37142/PR22-0046-Introduction.pdf,2017-02-10,Deemed Approved,"Collective Bargaining Agreement Between the University of the District of Columbia and the Services Employees International Union, Local 500 CtW Approval Resolution of 2017",Resolution,37142,,Committee on Labor and Workforce Development,,Approved,2017-01-04
,,22,AU22-0006,Auditor,http://lims.dccouncil.us/Download/37389/AU22-0006-Introduction.pdf,2017-02-10,Under Council Review,"Planning. Buying, and Implementing New Information Technology: A Case Study of the D.C. Business Center",Report,37389,,,,,2017-02-09
,,22,CFO22-0003,Chief Financial Officer,http://lims.dccouncil.us/Download/37415/CFO22-0003-Introduction.pdf,2017-02-10,Under Council Review,"Audit of the New Columbia Statehood Fund Revenues and Expenditures Report for Fiscal Year Ended September 30, 2016",Report,37415,,,,,2017-02-09
,2017-01-31,22,REPROG22-0007,Reprogramming,http://lims.dccouncil.us/Download/37235/REPROG22-0007-Introduction.pdf,2017-02-09,Deemed Approved,"Request to reprogram $300,000 of Special Purpose Revenue Funds Budget Authority from the District Department of Transportation to the Pay-As-You-Go Capital Fund ",Reprogramming,37235,,Retained by the Council,,Approved,2017-01-13
,2017-01-31,22,REPROG22-0006,Reprogramming,http://lims.dccouncil.us/Download/37234/REPROG22-0006-Introduction.pdf,2017-02-09,Deemed Approved,"Request to reprogram $300,000 of Special Purpose Revenue Funds Budget Authority from the District Department of Transportation to the Pay-As-You-Go Capital Fund ",Reprogramming,37234,,Retained by the Council,,Approved,2017-01-13
,2017-01-31,22,REPROG22-0005,Reprogramming,http://lims.dccouncil.us/Download/37233/REPROG22-0005-Introduction.pdf,2017-02-09,Deemed Approved,"Request to reprogram $600,000 of Special Purpose Revenue Funds Budget Authority from the Department of Energy and Environment to the Department of Housing and Community Development ",Reprogramming,37233,,Retained by the Council,,Approved,2017-01-13
,2017-01-31,22,REPROG22-0004,Reprogramming,http://lims.dccouncil.us/Download/37232/REPROG22-0004-Introduction.pdf,2017-02-09,Deemed Approved,"Request to reprogram $700,000 of Special Purpose Revenue Funds Budget Authority from the District Department of Transportation to the Pay-As-You-Go Capital Fund ",Reprogramming,37232,,Retained by the Council,,Approved,2017-01-13
,2017-01-31,22,REPROG22-0003,Reprogramming,http://lims.dccouncil.us/Download/37231/REPROG22-0003-Introduction.pdf,2017-02-09,Deemed Approved,"Request to reprogram $1,687,420 of Capital Funds Budget Authority and Allotment from the Office of the Chief Financial Officer to the Office of the Chief Technology Officer ",Reprogramming,37231,,Retained by the Council,,Approved,2017-01-13
,2017-01-27,22,GBM22-0004,Grant Budget Modification,http://lims.dccouncil.us/Download/37218/GBM22-0004-Introduction.pdf,2017-02-09,Deemed Approved,"FY 2017 Grant Budget Modifications of December 13, 2016",Grant Budget Modification,37218,,Retained by the Council,,Approved,2017-01-12
,2017-01-26,22,GBM22-0003,Grant Budget Modification,http://lims.dccouncil.us/Download/37215/GBM22-0003-Introduction.pdf,2017-02-09,Deemed Approved,"FY 2017 Grant Budget Modifications of December 20, 2016",Grant Budget Modification,37215,,Retained by the Council,,Approved,2017-01-11
